_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
1129,12,respiration (cellular) ,the process of moving oxygen and carbon dioxide between circulating blood and body cells,0,0,,
1130,12,respiratory system ,"the system of nose, mouth, throat, lungs, and muscles that brings oxygen into the body and expels carbon dioxide",0,0,,
1131,12,RSV ,Bronchiolitis viral infection. Caused by respiratory syncytial virus.,0,0,,
1132,12,the amount of air breathed in during each respiration multiplied by breaths/minute ,minute volume,0,0,,
1133,12,The required amount of suctioning that a suction unit must provide. ,"30 L/min, 300 mmHg",0,0,,
1134,12,This increases in adults with breathing difficulty. ,Pulse rate,0,0,,
1135,12,tidal volume ,the volume of air moved in once cycle of breathing,0,0,,
1136,12,ventilation ,the process of moving gases between inhaled air and the pulmonary circulation of blood,0,0,,
1137,12,Ventilation rate for adults ,12/min,0,0,,
1138,12,2 Shockable rhythms,V-Fib and V-Tach,0,0,,
1139,12,A patient suffering from respiratory difficulty AND breathing adequately deserves?,"A nasal cannula: if the patient was suffering from respiratory distress, he/she would get nonrebreather.",0,0,,
1140,12,"After delivering your first shock with an AED, the patient is still pulseless, you should next ",perform two minutes or 5 cycles of CPR,0,0,,
1141,12,air embolism ,an air bubble that enters the bloodstream and obstructs a blood vessel,0,0,,
1142,12,An example of a Shockable rhythm ,pulseless ventricular tachycardia,0,0,,
1143,12,arteriosclerosis ,disease process that causes the loss of elasticity in the vascular walls from thickening and hardening of the vessels,0,0,,
1144,12,ASA: Action ,Impedes blood clotting,0,0,,
1145,12,ASA: Contraindications ,"allergy, bleeding disorder, already taken 324mg",0,0,,
1146,12,ASA: Dosage ,324mg (81mg x 4),0,0,,
1147,12,automatic transport ventilator (ATV) ,a positive pressure ventilation deice that delivers ventilations automatically,0,0,,
1148,12,baroreceptors ,stretch-sensitive receptors located in the aortic arch and carotid bodies that constantly measure the blood pressure,0,0,,
1149,12,brachial artery ,the major artery of the upper arm,0,0,,
1150,12,cardiac arrest ,"the cessation of cardiac function with the patient displaying no pulse, no breathing, and unresponsiveness",0,0,,
1151,12,Chaotic electrical activity originating from many sites in the heart is called: ,Ventricular fibrillation,0,0,,
1152,12,commotio cordis ,sudden cardiac arrest caused by a projectile,0,0,,
1153,12,cross fingered technique ,a technique in which the thumb and index finger are crossed with the thumb on the lower incisors and the index finger on the upper incisors,0,0,,
1154,12,Half of all cardiac arrest patients will initially have a _______ rhythm. ,Ventricular fibrillation,0,0,,
1155,12,"If a cardiac arrest occurs within two hours of the onset of symptoms, it is called ",sudden death,0,0,,
1156,12,"If the patient is not defibrillated within _______ minutes of a cardiac arrest, there is almost no chance for survival. ",8,0,0,,
1157,12,"the formation of a clot or thrombus inside a blood vessel, obstructing the flow of blood through the circulatory system ",thrombosis,0,0,,
1158,12,The primary electrical disturbance that results in cardiac arrest is... ,Ventricular fibrillation,0,0,,
1159,12,A PASG is contraindicated if the patient presents with cardiogenic shock or _______. ,abnormal lung sounds,0,0,,
1160,12,A patient suffering from respiratory distress but breathing adequately deserves?,A nonrebreather at high flow.,0,0,,
1161,12,Abdominal aortic aneurysm (AAA): ,"A weakened, ballooned, and enlarged area of the wall of the abdominal aorta;  a true life-threatening emergency;  most common in men over the age of 60;  signs and symptoms include: abdominal pain (could be slow onset or acute, may radiate to the lower back), “tearing” pain, possible nausea and vomiting, absent or decreased femoral pulses, cyanosis in the legs, but not the rest of the body.  Note:  a patient over 60 with sudden onset of non-traumatic abdominal pain has an AAA until proven otherwise. ",0,0,,
1162,12,Acute coronary syndrome (ACS): ,Signs and symptoms resulting form the conditions in which the coronary arteries are narrowed or occluded,0,0,,
1163,12,acute coronary system (ACS) ,"a group of signs and symptoms resulting from any of a variety of conditions that can affect the heart in which the coronary arteries are narrowed or occluded by fat deposits, clots, or spasm",0,0,,
1164,12,Acute Myocardial Infarction,A condition in which a portion of the myocardium dies as a result of oxygen starvation. ,0,0,,
1165,12,aerobic metabolism ,chemical and physical changes that take place within the cells in the presence of oxygen,0,0,,
1166,12,aerobic metabolism ,the cellular process in which oxygen is used to metabolize glucose. Energy is produced in an efficient manner with minimal waste products,0,0,,
1167,12,afterload ,the force of contraction that the left ventricle has to generate to overcome the resistance in the aorta to eject the blood,0,0,,
1168,12,Age group that does not get AED’s:,1 and under;  adult defibrillator pads can be used on children ages 9 and up and some defibrillators have settings for children between 1 and 9,0,0,,
1169,12,Agonal respirations: ,"Breaths taken by someone who has no pulse;  short, inspiratory gasps with long pauses for air that are not adequate to sustain life;  begin CPR immediately",0,0,,
1170,12,An AED can be used on:,"Any individual suffering from cardiac arrest. It used to be only those older than 8 years of age, no longer. ",0,0,,
1171,12,Anaphylactic shock: ,Distributive shock in which chemical mediators cause massive systemic vasodilation and permeability in the capillaries,0,0,,
1172,12,Aneurysm,The dilation or ballooning of a weakened section of the wall of an artery,0,0,,
1173,12,Angina Pectoris,Pain in the chest occurring when blood supply to the heart is reduced and a portion of the heart muscle is not receiving enough oxygen.,0,0,,
1174,12,Angina: ,The discomfort felt when the heart does not receive enough oxygen;  commonly experienced after exertion;  the patient usually feels better with rest or medication ,0,0,,
1175,12,Aorta: ,The major artery that exits the heart and distributes blood to the body;  all other arteries branch off of the aorta,0,0,,
1176,12,Apnea: ,The absence of breathing;  not breathing would be termed “apnic”,0,0,,
1177,12,Applying an AED on a patient with a pacemaker you should:,Attempt to get the AED paddle 2 inches away from the pacemaker. ,0,0,,
1178,12,Arteries of the heart:,Coronary arteries,0,0,,
1179,12,Arteriole: ,"The smallest branch of an artery, connected to the capillary bed",0,0,,
1180,12,asystole ,a heart rhythm indicating absence of any electrical activity in the heart,0,0,,
1181,12,Asystole: ,The heart rhythm that indicates no presence of electrical activity in the heart,0,0,,
1182,12,Atherosclerosis: ,The process of the hardening of arteries in which plaque builds up on the inside of the vessel walls,0,0,,
1183,12,automated external defibrillator (AED) ,a device that can analyze the electrical activity or rhythm of a patient's heart and deliver an electrical shock if appropriate,0,0,,
1184,12,Automated external defibrillator: ,A device that can analyze the electrical activity in a patient’s heart and deliver an electrical shock if the rhythm is appropriate,0,0,,
1185,12,automaticity ,the ability of cells within the cardiac conduction system to generate a cardiac impulse on their own,0,0,,
1186,12,automaticity ,the ability of the heart to generate and conduct electrical impulses on its own,0,0,,
1187,12,Automaticity:,The ability of the cardiac cells to initiate an impulse on their own without the use of the central nervous system,0,0,,
1188,12,autonomic nervous system ,part of the nervous system that influences involuntary muscles and glands,0,0,,
1189,12,Blue bloaters: ,Nickname given to people with chronic bronchitis because they are frequently overweight and cyanotic ,0,0,,
1190,12,bradycardia ,a heart rate less than 60 beats per minute,0,0,,
1191,12,Bronchoconstriction:,Constriction of the smooth muscle of the bronchi and bronchioles,0,0,,
1192,12,Bronchodilator:,A drug that relaxes the smooth muscle of the bronchi and bronchioles,0,0,,
1193,12,bundle of His ,"a band of cardiac muscle fibers that originates in the atrioventricular node and passes through the atria and, by connecting to the Purkinje fibers, to the ventricles",0,0,,
1194,12,cardiac compromise ,"reduced heart function caused by any of a variety of conditions, diseases, or injuries affecting the heart",0,0,,
1195,12,Cardiac compromise:,"Reduced heart function caused by a condition, disease, or injury affecting the heart",0,0,,
1196,12,cardiac conduction system ,the specialized contractile and conductive tissue of the heart that generates electrical impulses and causes the heart to beat,0,0,,
1197,12,cardiac conduction system ,a system of specialized muscle tissues that conducts electrical impulses that stimulate the heart to beat.,0,0,,
1198,12,cardiac contusion ,a bruise to the heart wall caused by severe blunt trauma to the chest where the heart is violently compressed between the sternum and the spinal column,0,0,,
1199,12,cardiac hypertrophy ,"an increase in the size of the heart from a thickening of the heart wall, without a parallel increase in the size of the cavity",0,0,,
1200,12,cardiac muscle ,"a type of involuntary muscle found only in the walls of the heart. Cardiac muscle has the property of automaticity, the ability to generate an impulse on its own, separately from the central nervous system",0,0,,
1201,12,cardiac muscle ,specialized involuntary muscle found only in the heart,0,0,,
1202,12,cardiac output ,the volume of blood ejected from the left ventricle in 1 minute,0,0,,
1203,12,cardiac output ,the amount of blood ejected from the heart in one minute (heart rate x stroke volume),0,0,,
1204,12,cardiogenic shock ,"poor perfusion resulting from an ineffective pump function of the heart, typically the left ventricle",0,0,,
1205,12,Cardiogenic shock: ,"Caused by ineffective pump function of the heart, either through abnormal heart rhythms, decreased contractility, or beta/calcium channel blocker overdose;  typically defined as a 40% decrease in cardiac function",0,0,,
1206,12,Chain of Survival: ,"The series of interventions that give a patient the best chance for survival of resuscitation, known as:  Early access, CPR, Defibrillation, and ACLS (advanced cardiac life support)",0,0,,
1207,12,Chronic bronchitis: ,"A disease that results in the excess production of mucous from the mucus secreting cells in the respiratory tree, causing airway blockage and respiratory infections ",0,0,,
1208,12,Classic symptoms associated with cardiac ischemia or infarction: ,"Dull substernal chest pain or discomfort; Respiratory distress; Nausea, vomiting; and Diaphoresis ",0,0,,
1209,12,Common side effect of CPAP,Gastric distension,0,0,,
1210,12,Compensatory shock: ,"Stage of shock in which a cascade of organ and gland stimulation and hormones increases blood pressure, restores arterial wall tension, and maintains a near normal blood pressure and perfusion of vital organs",0,0,,
1211,12,Congestive heart failure,"The failure of the heart to pump efficiently leading to excessive blood or fluid in the lungs, body or both",0,0,,
1212,12,congestive heart failure (CHF) ,a cardiac disease in which the heart cannot pump blood sufficiently to meet the needs of the body,0,0,,
1213,12,Contraindications for aspirin?,"Unable to swallow, allergic, history of asthma, GI ulcer or bleed, known bleeding disorders. ",0,0,,
1214,12,Contraindications of Nitroglycerine: ,"BP below 100 systolic; Patient has a head injury or is not competent; Patient has used Viagra, Cialis or Levitra within 24 hours.",0,0,,
